lake,date,temp_03.8,temp_04.6,temp_08.4,temp_13.4,temp_18.4,temp_23.3,temp_24.3,temp_sediment,do_mg_l,do_sat,light_3.8,cond_24.3,level_4.6
cliff,2019-06-27,14.475999999999999,12.331285714285714,7.3,5.433,4.806571428571428,4.598857142857143,4.248571428571429,4.688,1.1315714285714287,10.872213571428572,196.82857142857142,14.32857142857143,122.07057142857143
cliff,2019-06-28,14.832,12.468916666666667,7.329458333333333,5.45275,4.81125,4.603041666666667,4.2491666666666665,4.688,1.0495416666666666,10.085282375,5917.4875,16.4375,122.05279166666666
cliff,2019-06-29,14.979333333333333,12.794791666666667,7.463583333333333,5.495583333333333,4.8414166666666665,4.634416666666667,4.25875,4.688,1.116875,10.742791416666666,5273,19.3625,122.095625
cliff,2019-06-30,15.25025,13.039875,7.5535,5.548958333333333,4.845666666666666,4.6321666666666665,4.265833333333333,4.688,1.006625,9.679995875,5808.5,16.233333333333334,122.08066666666667
cliff,2019-07-01,15.572458333333334,13.345041666666667,7.6455,5.578833333333334,4.869458333333333,4.652833333333334,4.272916666666666,4.688,1.08025,10.393939833333333,5956.054166666667,17.6375,121.95004166666666
cliff,2019-07-02,15.914583333333333,13.693875,7.785541666666667,5.632375,4.8843749999999995,4.6598749999999995,4.273333333333333,4.705333333333334,1.0379583333333333,9.988622708333333,6276.733333333334,18.404166666666665,121.74704166666666
cliff,2019-07-03,16.057708333333334,13.929958333333333,7.893958333333333,5.672,4.893041666666667,4.665,4.2775,4.714,1.0109166666666667,9.730238916666666,4316.795833333334,19.179166666666667,121.58154166666667
cliff,2019-07-04,16.351583333333334,14.197666666666667,7.989791666666667,5.711541666666666,4.907041666666666,4.657375,4.279166666666667,4.714,0.9265833333333333,8.916018833333334,7386.3125,19.75,121.69766666666666
cliff,2019-07-05,16.720916666666668,14.497,8.117875,5.738166666666666,4.930875,4.669708333333333,4.280833333333334,4.714,0.9866666666666667,9.498579791666666,6268.666666666667,18.233333333333334,121.85125
cliff,2019-07-06,17.0025,14.776458333333334,8.220875,5.792541666666667,4.945875,4.680166666666667,4.289583333333334,4.714,0.886375,8.534809333333333,5557.795833333334,17.7125,121.7665
cliff,2019-07-07,17.292,15.0155,8.307,5.833,4.9630833333333335,4.684875,4.285833333333334,4.714,0.7912083333333333,7.618693,6825.695833333333,18.2,121.43879166666667
cliff,2019-07-08,17.510125000000002,15.266375,8.394083333333333,5.862791666666666,4.97925,4.67725,4.3,4.7335,0.8915416666666667,8.584433416666666,5414.725,13.729166666666666,121.4115
cliff,2019-07-09,17.684625,15.477166666666667,8.474958333333333,5.902375,4.996458333333333,4.69475,4.30375,4.74,0.7033333333333334,6.775552208333333,4596.216666666666,12.666666666666666,121.59383333333334
cliff,2019-07-10,18.045291666666667,15.684166666666666,8.5755,5.924708333333333,5.002958333333333,4.707916666666667,4.317916666666667,4.74,0.8596666666666667,8.28390125,7656.7625,11.283333333333333,121.76216666666667
cliff,2019-07-11,18.271166666666666,16.02220833333333,8.679041666666667,5.968416666666666,5.040583333333333,4.707958333333333,4.3220833333333335,4.74,0.7339166666666667,7.073257666666667,9000.016666666666,11.666666666666666,121.74204166666667
cliff,2019-07-12,18.600083333333334,16.328041666666667,8.793833333333334,6.022541666666666,5.040583333333333,4.717041666666667,4.3254166666666665,4.74,0.7267916666666666,7.004695791666666,5380.629166666667,11.9125,121.48475
cliff,2019-07-13,18.984625,16.705041666666666,8.913708333333334,6.051291666666667,5.061,4.7335416666666665,4.332083333333333,4.74,0.70675,6.81439775,7995.820833333333,11.7,121.35083333333334
cliff,2019-07-14,19.254166666666666,17.00658333333333,9.008708333333333,6.086291666666667,5.064166666666667,4.727666666666667,4.345416666666667,4.74,0.7612916666666667,7.340059291666667,6330.55,10.950000000000001,121.49504166666667
cliff,2019-07-15,19.507875,17.181041666666665,9.104625,6.108708333333333,5.108458333333333,4.742333333333333,4.355416666666667,4.74325,0.7396666666666667,7.133654916666667,6323.829166666666,10.8,121.42529166666667
cliff,2019-07-16,19.559375,17.379375,9.183041666666666,6.160708333333333,5.10525,4.74975,4.3566666666666665,4.7627500000000005,0.6277083333333333,6.054701791666667,3519.820833333333,10.925,121.104375
cliff,2019-07-17,19.91625,17.605375000000002,9.262333333333332,6.186208333333333,5.112833333333334,4.749833333333333,4.3566666666666665,4.766,0.5870833333333333,5.66220925,5990.595833333334,10.879166666666666,121.09779166666667
cliff,2019-07-18,20.154291666666666,17.851083333333335,9.378625,6.237041666666666,5.1234166666666665,4.742708333333333,4.3620833333333335,4.766,0.5431666666666667,5.2385105,6564.675,10.975,120.936125
cliff,2019-07-19,20.281291666666668,18.144333333333332,9.492708333333333,6.252041666666667,5.141875,4.753166666666667,4.367083333333333,4.766,0.62575,6.0377824166666665,4890.425,10.916666666666668,120.82904166666667
cliff,2019-07-20,20.515666666666668,18.382208333333335,9.56975,6.293291666666667,5.157791666666666,4.755625,4.370416666666666,4.7725,0.5807916666666667,5.603875625,6263.279166666666,11.204166666666667,120.82491666666667
cliff,2019-07-21,20.730125,18.643791666666665,9.68675,6.3345416666666665,5.166541666666666,4.764,4.370416666666666,4.792,0.48075,4.6393235,5756.0250000000005,11.483333333333333,120.86729166666667
cliff,2019-07-22,20.98825,18.944916666666668,9.787208333333334,6.400166666666666,5.186875,4.7781666666666665,4.387083333333333,4.792,0.6199166666666667,5.986210541666667,7087.620833333333,10.858333333333334,120.95179166666667
