lake,date,temp_03.8,temp_04.6,temp_06.1,temp_08.4,temp_13.4,temp_18.4,temp_23.3,temp_24.3,temp_sediment,do_mg_l,do_sat,light_3.8,cond_24.3,level_4.6
cliff,2020-10-11,14.712541666666667,14.365041666666666,14.364458333333333,14.334625,9.101541666666666,6.278458333333333,5.33225,5.285416666666666,5.179,0.07404166666666666,0.7250132083333334,960.2333333333333,11.695833333333333,117.63679166666667
cliff,2020-10-12,14.53275,14.201958333333334,14.196,14.154,9.111833333333333,6.284791666666667,5.324333333333334,5.289583333333333,5.179,0.07383333333333333,0.7228241666666667,923.4583333333333,11.595833333333333,117.813875
cliff,2020-10-13,14.476875,14.134,14.136000000000001,14.101,9.113833333333334,6.277333333333333,5.33675,5.296666666666667,5.180083333333334,0.07404166666666666,0.725097375,1018.9833333333333,11.7125,117.86233333333334
cliff,2020-10-14,14.373416666666667,14.030000000000001,14.031,14.001,9.142708333333333,6.284791666666667,5.341333333333333,5.30125,5.19525,0.07408333333333333,0.7255907083333333,1049.9291666666666,11.762500000000001,118.10654166666667
cliff,2020-10-15,14.20175,13.862,13.868,13.842,9.144791666666666,6.303833333333333,5.34425,5.295,5.205,0.07420833333333333,0.7268705833333333,848.1125,11.75,118.17470833333333
cliff,2020-10-16,14.065791666666666,13.738,13.739,13.694,9.173791666666666,6.2965,5.34125,5.297916666666667,5.205,0.07433333333333333,0.7280384583333334,808.6458333333334,11.858333333333333,118.03875
cliff,2020-10-17,13.977791666666667,13.646,13.654,13.611,9.196375,6.320791666666667,5.347958333333334,5.301666666666667,5.205,0.07404166666666666,0.725307875,733.3,11.954166666666667,117.72875
cliff,2020-10-18,13.885875,13.561833333333333,13.556666666666667,13.519583333333333,9.209791666666666,6.320708333333333,5.357,5.31375,5.205,0.07416666666666666,0.7267004166666666,694.275,11.729166666666666,117.70354166666667
cliff,2020-10-19,13.769916666666667,13.437041666666667,13.442208333333333,13.404,9.239666666666666,6.306,5.3545,5.314166666666667,5.205,0.07416666666666666,0.726652375,680.8166666666666,11.9375,117.61654166666666
cliff,2020-10-20,13.657708333333334,13.313,13.322000000000001,13.288,9.230333333333334,6.3250416666666665,5.357375,5.30375,5.205,0.07404166666666666,0.7254836666666666,614.4458333333333,11.958333333333334,117.48854166666666
cliff,2020-10-21,13.517291666666667,13.196791666666666,13.202833333333334,13.171833333333334,9.254041666666666,6.330291666666667,5.355791666666667,5.320833333333333,5.205,0.074125,0.7262714166666666,691.5875,11.983333333333333,117.157375
cliff,2020-10-22,13.172458333333333,12.863083333333334,12.885458333333334,12.873375,9.272541666666667,6.334583333333334,5.3598333333333334,5.319166666666667,5.205,0.07408333333333333,0.7259375416666667,561.5166666666667,12.095833333333333,117.203875
cliff,2020-10-23,12.770708333333333,12.465166666666667,12.502416666666667,12.469125,9.292083333333334,6.32825,5.359458333333333,5.321666666666666,5.205,0.074125,0.72634075,698.7666666666667,12.270833333333334,117.20883333333333
cliff,2020-10-24,12.585708333333333,12.27975,12.295708333333334,12.276625,9.299333333333333,6.343,5.360333333333333,5.3225,5.205,0.07429166666666666,0.7279885416666667,517.5666666666667,12.145833333333334,117.00883333333333
cliff,2020-10-25,12.263208333333333,11.9645,12.00025,11.982958333333332,9.323958333333334,6.340916666666667,5.368125,5.324583333333333,5.207166666666667,0.07425,0.72772575,585.2916666666666,12.141666666666667,117.17254166666666
cliff,2020-10-26,11.802833333333334,11.50375,11.533083333333334,11.514958333333334,9.485208333333333,6.340916666666667,5.3700833333333335,5.3254166666666665,5.2212499999999995,0.07404166666666666,0.725723125,537.3041666666667,12.3375,117.74508333333333
cliff,2020-10-27,11.544166666666666,11.260583333333333,11.274791666666667,11.246208333333334,9.782958333333333,6.3589166666666666,5.363166666666666,5.326666666666666,5.231,0.07408333333333333,0.7259995,630.1416666666667,12.304166666666667,117.80466666666666
cliff,2020-10-28,11.353583333333333,11.07775,11.084958333333333,11.05425,10.208708333333334,6.358875,5.3697083333333335,5.3254166666666665,5.231,0.07416666666666666,0.726940125,565.9916666666667,12.3625,117.6805
