"Plot Title: gumboot_sediment"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20732846, SEN S/N: 20732846)","GDD, DDc (LGR S/N: 20732846)"
574,07/13/20 03:00:00 PM,14.960,
575,07/13/20 04:00:00 PM,14.984,
576,07/13/20 05:00:00 PM,14.984,
577,07/13/20 06:00:00 PM,14.984,
578,07/13/20 07:00:00 PM,14.984,
579,07/13/20 08:00:00 PM,15.008,
580,07/13/20 09:00:00 PM,15.008,
581,07/13/20 10:00:00 PM,15.008,
582,07/13/20 11:00:00 PM,15.008,
583,07/14/20 12:00:00 AM,15.008,
584,07/14/20 01:00:00 AM,15.031,
585,07/14/20 02:00:00 AM,15.031,
586,07/14/20 03:00:00 AM,15.031,
587,07/14/20 04:00:00 AM,15.031,
588,07/14/20 05:00:00 AM,15.031,
589,07/14/20 06:00:00 AM,15.055,
590,07/14/20 07:00:00 AM,15.055,
591,07/14/20 08:00:00 AM,15.055,
592,07/14/20 09:00:00 AM,15.055,
593,07/14/20 10:00:00 AM,15.055,
594,07/14/20 11:00:00 AM,15.079,
595,07/14/20 12:00:00 PM,15.079,0.000
596,07/14/20 01:00:00 PM,15.079,
597,07/14/20 02:00:00 PM,15.079,
598,07/14/20 03:00:00 PM,15.079,
599,07/14/20 04:00:00 PM,15.103,
600,07/14/20 05:00:00 PM,15.103,
601,07/14/20 06:00:00 PM,15.103,
602,07/14/20 07:00:00 PM,15.103,
603,07/14/20 08:00:00 PM,15.103,
604,07/14/20 09:00:00 PM,15.127,
605,07/14/20 10:00:00 PM,15.127,
606,07/14/20 11:00:00 PM,15.127,
607,07/15/20 12:00:00 AM,15.127,
608,07/15/20 01:00:00 AM,15.151,
609,07/15/20 02:00:00 AM,15.151,
610,07/15/20 03:00:00 AM,15.151,
611,07/15/20 04:00:00 AM,15.151,
612,07/15/20 05:00:00 AM,15.151,
613,07/15/20 06:00:00 AM,15.151,
614,07/15/20 07:00:00 AM,15.175,
615,07/15/20 08:00:00 AM,15.175,
616,07/15/20 09:00:00 AM,15.175,
617,07/15/20 10:00:00 AM,15.175,
