"Plot Title: soapstone_light_pendant"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20733885, SEN S/N: 20733885)","Intensity, Lux (LGR S/N: 20733885, SEN S/N: 20733885)","Coupler Attached (LGR S/N: 20733885)","Host Connected (LGR S/N: 20733885)","Stopped (LGR S/N: 20733885)","End Of File (LGR S/N: 20733885)"
217,10/26/21 03:00:00 PM,3.578,3961.1,,,,
218,10/26/21 04:00:00 PM,3.578,1808.3,,,,
219,10/26/21 05:00:00 PM,3.578,947.2,,,,
220,10/26/21 06:00:00 PM,3.578,129.2,,,,
221,10/26/21 07:00:00 PM,3.683,0.0,,,,
222,10/26/21 08:00:00 PM,3.683,0.0,,,,
223,10/26/21 09:00:00 PM,3.683,0.0,,,,
224,10/26/21 10:00:00 PM,3.788,0.0,,,,
225,10/26/21 11:00:00 PM,3.788,0.0,,,,
226,10/27/21 12:00:00 AM,3.788,0.0,,,,
227,10/27/21 01:00:00 AM,3.788,0.0,,,,
228,10/27/21 02:00:00 AM,3.683,0.0,,,,
229,10/27/21 03:00:00 AM,3.788,0.0,,,,
230,10/27/21 04:00:00 AM,3.788,0.0,,,,
231,10/27/21 05:00:00 AM,3.788,0.0,,,,
232,10/27/21 06:00:00 AM,3.578,0.0,,,,
233,10/27/21 07:00:00 AM,3.472,0.0,,,,
234,10/27/21 08:00:00 AM,3.578,279.9,,,,
235,10/27/21 09:00:00 AM,3.578,635.1,,,,
236,10/27/21 10:00:00 AM,3.788,3100.0,,,,
237,10/27/21 11:00:00 AM,4.207,3788.9,,,,
238,10/27/21 12:00:00 PM,5.347,3961.1,,,,
239,10/27/21 01:00:00 PM,5.552,6200.0,,,,
240,10/27/21 02:00:00 PM,5.962,4994.5,,,,
241,10/27/21 03:00:00 PM,6.471,3616.7,,,,
242,10/27/21 04:00:00 PM,6.370,2927.8,,,,
243,10/27/21 05:00:00 PM,6.268,1550.0,,,,
244,10/27/21 06:00:00 PM,6.268,193.8,,,,
245,10/27/21 07:00:00 PM,6.166,0.0,,,,
246,10/27/21 08:00:00 PM,6.268,0.0,,,,
247,10/27/21 09:00:00 PM,6.166,0.0,,,,
248,10/27/21 10:00:00 PM,6.166,0.0,,,,
249,10/27/21 11:00:00 PM,6.064,0.0,,,,
250,10/28/21 12:00:00 AM,5.962,0.0,,,,
251,10/28/21 01:00:00 AM,5.860,0.0,,,,
252,10/28/21 02:00:00 AM,5.655,0.0,,,,
253,10/28/21 03:00:00 AM,5.552,0.0,,,,
254,10/28/21 04:00:00 AM,5.450,0.0,,,,
255,10/28/21 05:00:00 AM,5.347,0.0,,,,
256,10/28/21 06:00:00 AM,5.244,0.0,,,,
257,10/28/21 07:00:00 AM,5.141,0.0,,,,
258,10/28/21 08:00:00 AM,5.037,204.5,,,,
259,10/28/21 09:00:00 AM,4.934,344.4,,,,
260,10/28/21 10:00:00 AM,4.934,818.1,,,,
261,10/28/21 11:00:00 AM,5.244,1894.5,,,,
262,10/28/21 12:00:00 PM,5.860,3444.5,,,,
263,10/28/21 01:00:00 PM,6.775,2927.8,,,,
264,10/28/21 02:00:00 PM,6.573,807.3,,,,
265,10/28/21 03:00:00 PM,6.471,1130.2,,,,
266,10/28/21 04:00:00 PM,6.978,1011.8,,,,
267,10/28/21 05:00:00 PM,7.179,398.3,,,,
268,10/28/21 06:00:00 PM,7.179,107.6,,,,
269,10/28/21 07:00:00 PM,7.179,0.0,,,,
270,10/28/21 08:00:00 PM,7.079,0.0,,,,
271,10/28/21 09:00:00 PM,6.978,0.0,,,,
272,10/28/21 10:00:00 PM,6.877,0.0,,,,
273,10/28/21 11:00:00 PM,6.775,0.0,,,,
